заголовок,movieId,title,id,genres,cast,vote_average,director,keywords,title_key,title_ru,directors_x1,directors_x2,directors_cluster,genre_x1,genre_x2,genre_x3,genre_cluster,cast_x1,cast_x2,cast_cluster,keywords_x1,keywords_x2,keywords_cluster
 Клерки (1994),223,Clerks (1994),2292,['Comedy'],"['BrianOHalloran', 'JasonMewes', 'JeffAnderson', 'KevinSmith']",7.4,Kevin Smith,"['aftercreditsstinger', 'loser', 'salesclerk']",clerks,,19.472893,-0.23030132,1,-12.003901,15.815363,-13.065905,3,-2.5609086,-0.4496131,16,-5.7907324,-1.6603843,0
 Дон Хуан ДеМарко (1995),224,Don Juan DeMarco (1995),1909,"['Comedy', 'Drama', 'Romance']","['FayeDunaway', 'GéraldinePailhas', 'JohnnyDepp', 'MarlonBrando']",6.2,Jeremy Leven,"['donjuan', 'love', 'mentalinstitution', 'patient', 'psychiatrist', 'sexaddiction']",donjuandemarco,,13.101028,1.917321,1,-11.609255,-11.696262,6.3907685,7,-1.6150509,-0.35438952,16,7.894884,9.415485,1
 Раскрытие (1994),225,Disclosure (1994),8984,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['DemiMoore', 'DonaldSutherland', 'DylanBaker', 'MichaelDouglas']",5.9,Barry Levinson,"['employee', 'intrigue', 'sexualharassment', 'workplace']",disclosure,,3.1156082,30.350458,0,11.788485,1.2669239,4.794413,15,-1.7139568,-0.71526384,16,10.997242,-10.769325,1
 Экзотика (1994),233,Exotica (1994),20156,"['Drama', 'Mystery']","['BruceGreenwood', 'DonMcKellar', 'EliasKoteas', 'MiaKirshner']",6.5,Atom Egoyan,"['independentfilm', 'nightclub', 'petshop', 'secret', 'unhappiness']",exotica,,5.5121546,9.795555,0,-8.025604,2.7871566,7.5877028,6,-2.0524883,0.4665891,16,4.9421563,3.571002,1
 Эд Вуд (1994),235,Ed Wood (1994),522,"['Comedy', 'Drama', 'History']","['JohnnyDepp', 'MartinLandau', 'PatriciaArquette', 'SarahJessicaParker']",7.3,Tim Burton,"['actor', 'boxer', 'celebrity', 'cultdirector', 'drugaddict', 'filmbusiness', 'filmdirector', 'filmmaker', 'filmmaking', 'filmproducer', 'fortuneteller', 'handgun', 'individual', 'losangeles', 'morphine', 'moviestudio', 'oddball', 'taxi', 'theremin', 'transsexuality', 'transvestite', 'trickortreating', 'vororte']",edwood,,10.688777,22.193565,0,-7.145155,-5.39613,-1.6697049,5,-1.502937,-0.74487805,16,2.7031205,7.0859013,1
 Обручные мечты (1994),246,Hoop Dreams (1994),14275,['Documentary'],"['ArthurAgee', 'SteveJames', 'WilliamGates']",7.7,Steve James,"['basketball', 'chicago', 'college', 'ghetto', 'highschoolsports', 'highschoolstudent', 'independentfilm', 'innercity', 'narration', 'sport', 'sportsteam']",hoopdreams,,7.7385654,5.5301213,1,-3.134467,3.776885,-1.5626373,11,1.3434119,5.936596,23,5.970216,2.7349157,1
 Небесные существа (1994),247,Heavenly Creatures (1994),1024,"['Drama', 'Fantasy']","['KateWinslet', 'MelanieLynskey', 'SarahPeirse', 'SimonOConnor']",7.0,Peter Jackson,"['fantasy', 'friends', 'independentfilm', 'lesbian', 'literature', 'love', 'mother', 'murder', 'nudity', 'obsession', 'passion', 'relationship', 'secret', 'sex', 'true']",heavenlycreatures,,10.009608,-1.8548648,1,1.2817804,-3.011683,10.24453,12,-1.3771319,-0.6105739,16,22.047827,-1.2242126,1
 Джефферсон в Париже (1995),254,Jefferson in Paris (1995),87729,"['Drama', 'Romance']","['GretaScacchi', 'GwynethPaltrow', 'NickNolte', 'ThandieNewton']",5.2,James Ivory,"['biography', 'france', 'history', 'president', 'revolution']",jeffersoninparis,,3.705479,1.1935141,1,-9.358015,-13.215299,13.59973,13,-2.234066,-0.63830507,16,18.88878,-6.210614,1
 Поцелуй смерти (1995),259,Kiss of Death (1995),6071,"['Action', 'Crime', 'Drama', 'Thriller']","['DavidCaruso', 'HelenHunt', 'NicolasCage', 'SamuelL.Jackson']",5.7,Barbet Schroeder,['hoodlum'],kissofdeath,,5.547054,11.034497,0,12.955965,4.0579224,0.080088094,15,-2.1344283,-0.30541435,16,-7.799057,-11.326392,0
 Легенды осени (1994),266,Legends of the Fall (1994),4476,"['Adventure', 'Drama', 'Romance', 'War']","['AidanQuinn', 'AnthonyHopkins', 'BradPitt', 'JuliaOrmond']",7.2,Edward Zwick,"['basedonnovel', 'brotherbrotherrelationship', 'journeyroundtheworld', 'montana', 'worldwari']",legendsofthefall,,1.6919211,5.2898197,0,-1.0532447,-8.288111,2.2038937,0,-2.0827596,0.11138081,16,-26.001162,0.740058,0
 Вспышка (1995),292,Outbreak (1995),6950,"['Action', 'Drama', 'ScienceFiction', 'Thriller']","['DustinHoffman', 'KevinSpacey', 'MorganFreeman', 'ReneRusso']",6.3,Wolfgang Petersen,"['army', 'epidemic', 'general', 'medicalresearch', 'monkey', 'research', 'river', 'serum']",outbreak,,1.1179836,12.3038225,0,15.313475,7.170884,2.1405416,19,-1.9992694,-0.4324201,16,20.276838,-4.3173594,1
 Криминальное чтиво (1994),296,Pulp Fiction (1994),680,"['Crime', 'Thriller']","['BruceWillis', 'JohnTravolta', 'SamuelL.Jackson', 'UmaThurman']",8.3,Quentin Tarantino,"['ambiguousending', 'boxer', 'briefcase', 'brothel', 'brutality', 'crimeboss', 'dancecontest', 'drugdealer', 'heirloom', 'junkyard', 'kamikaze', 'massage', 'pulpfiction', 'redemption', 'referencetoalgreen', 'stolenmoney', 'theft', 'transporter']",pulpfiction,,9.093666,-3.1363616,1,13.694454,1.6368754,7.2204595,4,-1.8266075,-0.57091296,16,-0.6805726,8.239652,1
 Танкистка (1995),327,Tank Girl (1995),9067,"['Action', 'Comedy', 'Fantasy', 'ScienceFiction']","['Ice-T', 'LoriPetty', 'MalcolmMcDowell', 'NaomiWatts']",5.5,Rachel Talalay,"['artialarts', 'desert', 'destroy', 'dystopia', 'reincarnation', 'womandirector']",tankgirl,,5.5062284,9.678318,0,13.878864,3.2088614,-7.5102053,1,-1.9288617,-0.36252683,16,0.0716781,10.235447,1
 Звездный путь: Поколения (1994),329,Star Trek: Generations (1994),193,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['BrentSpiner', 'JonathanFrakes', 'LeVarBurton', 'PatrickStewart']",6.4,David Carson,"['basedontvseries', 'death', 'explodingplanet', 'mountaincabin', 'solarsystem']",startrek:generations,,3.3687003,4.848647,0,18.625187,3.8709693,-1.306999,17,-2.1943357,0.4465918,16,-13.687213,6.5052104,0
 Сказки из квартала (1995),330,Tales from the Hood (1995),25066,"['Crime', 'Horror', 'Thriller']","['ClarenceWilliamsIII', 'CorbinBernsen', 'DavidAlanGrier', 'WingsHauser']",5.4,Rusty Cundieff,"['anthology', 'childabuse', 'dirtycop', 'evildoll', 'funeralhome', 'ghetto', 'hood', 'kukluxklan', 'murder', 'policebrutality', 'prison']",talesfromthehood,,5.2382965,9.429174,0,17.855247,0.7741982,1.0685726,17,-2.6418157,-0.4423987,16,6.027462,-3.6329284,1
 Что гложет Гилберта Грейпа (1993),337,What's Eating Gilbert Grape (1993),1587,"['Drama', 'Romance']","['DarleneCates', 'JohnnyDepp', 'JulietteLewis', 'LeonardoDiCaprio']",7.5,Lasse Hallström,"['brotherbrotherrelationship', 'dysfunctionalfamily', 'independentfilm', 'iowa', 'mentallydisabled', 'widow']",what'seatinggilbertgrape,,5.86259,12.632465,0,-9.358015,-13.215299,13.59973,13,-2.0428052,-0.4956643,16,-5.644528,-13.127272,0
 Виртуозность (1995),338,Virtuosity (1995),9271,"['Action', 'Crime', 'ScienceFiction', 'Thriller']","['DenzelWashington', 'KellyLynch', 'RussellCrowe', 'WilliamForsythe']",5.4,Brett Leonard,"['android', 'artificialintelligence', 'computerprogram', 'ex-cop', 'hologram', 'policetraining', 'virtualreality', 'visualeffect']",virtuosity,,9.808118,4.429473,1,16.883068,3.729987,3.4546726,8,-1.5734686,-0.40433896,16,-24.170853,1.4379158,0
 Эйс Вентура: Детектив по домашним животным (1994),344,Ace Ventura: Pet Detective (1994),3049,"['Comedy', 'Mystery']","['CourteneyCox', 'JimCarrey', 'SeanYoung', 'ToneLoc']",6.4,Tom Shadyac,"['dolphin', 'mascot', 'pets', 'privatedetective']",aceventura:petdetective,,3.6363773,2.962338,1,-2.8440151,-9.721528,-3.7630746,0,-2.5186014,0.23748598,16,14.125583,-0.759655,1
Пули над Бродвеем (1994),348,Bullets Over Broadway (1994),11382,"['Action', 'Comedy', 'Thriller']","['ChazzPalminteri', 'DianneWiest', 'JenniferTilly', 'JohnCusack']",7.0,Woody Allen,"['author', 'lover(female)', 'mafiaboss', 'talent']",bulletsoverbroadway,,-12.152904,-2.6100476,0,11.416169,7.204641,-8.0509405,1,-2.4918075,0.16822197,16,8.488517,-13.358269,1
 Явная и реальная опасность (1994),349,Clear and Present Danger (1994),9331,"['Action', 'Drama', 'Thriller']","['AnneArcher', 'HarrisonFord', 'JoaquimdeAlmeida', 'WillemDafoe']",6.4,Phillip Noyce,"['ambush', 'assassination', 'basedonnovel', 'bomber', 'carbomb', 'cia', 'coastguard', 'colombia', 'conspiracy', 'drugcartel', 'drugtraffic', 'fbi', 'helicopter', 'infantry', 'insurgence', 'jackryan', 'mercenary', 'missionofmurder', 'politicalcover-up', 'shootout', 'sniper', 'spy', 'spying', 'usapresident', 'violence', 'war']",clearandpresentdanger,,5.441462,8.535308,0,14.045107,6.6068463,1.4919333,19,-2.4084258,0.07689694,16,17.345057,10.900951,1
 Круклин (1994),352,Crooklyn (1994),34152,"['Comedy', 'Drama']","['AlfreWoodard', 'DavidPatrickKelly', 'DelroyLindo', 'ZeldaHarris']",6.7,Spike Lee,"['1970s', 'blackpeople', 'dysfunctionalfamily', 'independentfilm', 'jazzmusician', 'parenthood', 'straßenkids', 'teacher', 'urban']",crooklyn,,9.418812,0.9212783,1,-19.51495,10.796431,3.1497498,16,-2.146634,0.048771672,16,9.13029,-8.211087,1
 Форрест Гамп (1994),356,Forrest Gump (1994),13,"['Comedy', 'Drama', 'Romance']","['GarySinise', 'MykeltiWilliamson', 'RobinWright', 'TomHanks']",8.2,Robert Zemeckis,"['amputee', 'basedonnovel', 'bully', 'familyrelationships', 'flashback', 'friendship', 'hippie', 'hugging', 'love', 'mentallydisabled', 'military', 'mothersonrelationship', 'parkbench', 'running', 'shrimping', 'vietnam', 'vietnamveteran', 'vietnamwar', 'woundedsoldier']",forrestgump,,17.14771,13.639118,1,-11.609255,-11.696262,6.3907685,7,-2.2767446,0.53581613,16,-5.798927,12.631005,0
 Четыре свадьбы и похороны (1994),357,Four Weddings and a Funeral (1994),712,"['Comedy', 'Drama', 'Romance']","['AndieMacDowell', 'HughGrant', 'JamesFleet', 'SimonCallow']",6.6,Mike Newell,"['bride', 'bridegroom', 'bridesmaid', 'clumsyfellow', 'friendship', 'funeral', 'gaycouple', 'lonewolf', 'loveatfirstsight', 'loveofoneslife', 'marriageproposal', 'snob', 'upperclass', 'wedding', 'weddingvows', 'witness', 'yuppie']",fourweddingsandafuneral,,8.100453,1.2656739,1,-11.609255,-11.696262,6.3907685,7,-2.4577637,-0.11477261,16,0.3016853,7.301079,1
 Скорость (1994),377,Speed (1994),1637,"['Action', 'Adventure', 'Crime']","['DennisHopper', 'JoeMorton', 'KeanuReeves', 'SandraBullock']",6.8,Jan de Bont,"['airport', 'bomb', 'bombplanting', 'bus', 'busride', 'highway']",speed,,0.6972703,6.7867618,0,-1.5357802,-8.225012,-4.96263,0,-2.2790878,-0.6380177,16,19.066988,-2.6635835,1
 Полицейский времени (1994),379,Timecop (1994),8831,"['Action', 'Crime', 'ScienceFiction', 'Thriller']","['BruceMcGill', 'Jean-ClaudeVanDamme', 'MiaSara', 'RonSilver']",5.5,Peter Hyams,"['alternativereality', 'martialarts', 'sciencefiction', 'timetravel']",timecop,,1.3544797,12.098619,0,16.883068,3.729987,3.4546726,8,-2.4183414,-0.16228287,16,-25.649551,-0.8851247,0
 Правдивая ложь (1994),380,True Lies (1994),36955,"['Action', 'Thriller']","['ArnoldSchwarzenegger', 'BillPaxton', 'JamieLeeCurtis', 'TomArnold']",6.8,James Cameron,"['florida', 'floridakeys', 'gun', 'hitwithatelephone', 'horsebackriding', 'jackhammer', 'keywest', 'kidnapping', 'mushroomcloud', 'secretagent', 'spy', 'terrorist', 'terroristplot', 'topsecret', 'truthserum', 'womanwithglasses']",truelies,,0.43709338,6.1496787,0,16.263378,4.267985,5.1335187,8,-2.0114374,0.14337161,16,0.012618542,12.256647,1
 Волк (1994),382,Wolf (1994),10395,['Fantasy'],"['ChristopherPlummer', 'JackNicholson', 'JamesSpader', 'MichellePfeiffer']",6.0,Mike Nichols,"['adultery', 'bite', 'heal', 'werewolf']",wolf,,11.567239,-0.41967112,1,0.83146334,-12.8803005,3.8472748,0,-2.4185853,0.76080894,22,17.362709,-8.841005,1
 Уятт Эрп (1994),383,Wyatt Earp (1994),12160,"['Action', 'Drama', 'Western']","['DavidAndrews', 'DennisQuaid', 'GeneHackman', 'KevinCostner']",6.5,Lawrence Kasdan,"['deputysheriff', 'docholliday', 'gambling', 'gunslinger', 'historicalfigure', 'sheriff', 'wretch', 'wyattearp']",wyattearp,,5.078664,10.004586,0,-1.699598,-8.899953,-3.2172456,0,-2.6724477,0.5344794,22,-16.469852,0.1367306,0
 Уличный боец (1994),393,Street Fighter (1994),11667,"['Action', 'Adventure', 'Thriller']","['DamianChapa', 'Jean-ClaudeVanDamme', 'Ming-NaWen', 'RaúlJuliá']",4.1,Steven E. de Souza,"['basedonvideogame', 'dictator', 'hostage', 'hostage-taking', 'liberationofhostage', 'martialarts', 'streetfighter', 'unitednations']",streetfighter,,20.896858,15.805091,1,17.111319,2.298493,-2.1201468,17,-2.4232757,0.10378211,16,-1.6479919,7.557122,1
 Полицейский из Беверли-Хиллз III (1994),420,Beverly Hills Cop III (1994),306,"['Action', 'Comedy', 'Crime']","['EddieMurphy', 'GilbertR.Hill', 'HéctorElizondo', 'JudgeReinhold']",5.5,John Landis,"['amusementpark', 'beverlyhills', 'buddycomedy', 'carchase', 'carousel', 'counterfeit', 'detective', 'dirtycop', 'explosion', 'footchase', 'framed', 'gunfight', 'investigation', 'losangeles', 'rescue', 'rollercoaster', 'secretservice', 'securitycamera', 'sequel', 'shootout', 'undercover', 'violence', 'weapon']",beverlyhillscopiii,,1.1101614,5.6455884,0,-3.2639823,-5.737108,-10.846434,5,-3.1051016,0.5958937,22,13.852671,9.595096,1
 Клиффхэнгер (1993),434,Cliffhanger (1993),9350,"['Action', 'Adventure', 'Thriller']","['JanineTurner', 'JohnLithgow', 'MichaelRooker', 'SylvesterStallone']",6.1,Renny Harlin,"['airplane', 'climbing', 'heist', 'hijacking', 'money', 'mountain', 'mountainclimbing', 'rockymountains', 'snow', 'suitcase']",cliffhanger,,13.216916,1.8099339,1,17.111319,2.298493,-2.1201468,17,-3.266452,1.0352124,22,13.235245,-0.39226505,1
 Ошеломленный и растерянный (1993),441,Dazed and Confused (1993),9571,"['Comedy', 'Drama']","['JasonLondon', 'RoryCochrane', 'SashaJenson', 'WileyWiggins']",7.4,Richard Linklater,"['1970s', 'comedy', 'comingofage', 'greatsoundtrack', 'highschool', 'perioddrama', 'summer', 'teenager', 'texas']",dazedandconfused,,3.8491309,13.585345,0,-19.51495,10.796431,3.1497498,16,-2.7148747,-0.06928349,16,8.1882305,-2.9392426,1
 Парк Юрского периода (1993),480,Jurassic Park (1993),329,"['Adventure', 'ScienceFiction']","['JeffGoldblum', 'LauraDern', 'RichardAttenborough', 'SamNeill']",7.6,Steven Spielberg,"['amusementpark', 'brontosaurus', 'dinosaur', 'dna', 'electricfence', 'exoticisland', 'island', 'jurassicpark', 'paleontology', 'themepark', 'triceratops', 'tyrannosaurusrex']",jurassicpark,,-14.942566,5.6960483,0,17.013136,3.1967878,1.4114614,17,-2.9956276,0.41376084,22,-15.7265835,5.7743053,0
 Убийство Зои (1994),482,Killing Zoe (1994),507,"['Action', 'Crime', 'Drama', 'Thriller']","['EricStoltz', 'Jean-HuguesAnglade', 'JulieDelpy', 'TaiThai']",6.1,Roger Avary,"['aids', 'bank', 'bankrobber', 'bankrobbery', 'drug', 'drugabuse', 'friendship', 'heroin', 'hoodlum', 'hostage', 'illegalprostitution', 'independentfilm', 'jazz', 'junkie', 'kidnapping', 'murder', 'nightlife', 'paris', 'pistol', 'prostitute', 'robbery', 'vault', 'violence']",killingzoe,,3.2193568,5.2033014,0,12.955965,4.0579224,0.080088094,15,-3.165067,0.74712676,22,16.705547,11.72426,1
 Последний герой боевиков (1993),485,Last Action Hero (1993),9593,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['ArnoldSchwarzenegger', 'ArtCarney', 'CharlesDance', 'F.MurrayAbraham']",6.1,John McTiernan,"['cartooncat', 'childspointofview', 'magic', 'magicalobject', 'movieinmovie', 'projectionist', 'self-referential', 'spoof', 'ticket']",lastactionhero,,2.2148619,6.445432,0,0.20650858,-8.744719,-17.118336,18,-2.7926128,0.073264495,16,-1.2662227,-3.3052194,1
 Общество угрозы II (1993),493,Menace II Society (1993),9516,"['Action', 'Crime', 'Drama']","['GlennPlummer', 'JadaPinkettSmith', 'LarenzTate', 'TyrinTurner']",7.2,Albert Hughes,"['blackpeople', 'delinquency', 'drugdealer', 'ghetto', 'losangeles', 'weapon']",menaceiisociety,,4.1008472,0.8871464,1,-8.586927,5.0670776,0.30373242,11,-2.730838,0.13145125,16,-5.1234202,-11.903416,0
 Исполнительное решение (1996 г.),494,Executive Decision (1996),2320,"['Action', 'Adventure', 'Drama', 'Thriller']","['HalleBerry', 'JohnLeguizamo', 'KurtRussell', 'StevenSeagal']",5.8,Stuart Baird,"['airplane', 'bomb', 'covertoperation', 'deception', 'disaster', 'explosion', 'flashback', 'flightattendant', 'handtohandcombat', 'hijacking', 'hostage', 'intelligenceagent', 'nervegas', 'nightvisiongoggles', 'ransom', 'rescue', 'shootout', 'specialunit', 'surveillance', 'terrorcell', 'terrorism', 'violence']",executivedecision,,1.1181389,3.7912297,0,16.391003,2.2119193,0.00701309,17,-2.5059695,0.26577336,16,16.741081,8.988202,1
 Миссис Даутфайр (1993),500,Mrs. Doubtfire (1993),788,"['Comedy', 'Drama', 'Family']","['HarveyFierstein', 'PierceBrosnan', 'RobinWilliams', 'SallyField']",7.0,Chris Columbus,"['custodybattle', 'fakeidentity', 'mask', 'nanny', 'parentskidsrelationship', 'restaurant', 'sanfrancisco']",mrs.doubtfire,,11.86738,4.160647,1,-12.787214,-2.6646867,-6.9170465,5,-2.936119,0.66281766,22,-6.626205,6.723547,0
 Нет выхода (1994),504,No Escape (1994),192141,"['Action', 'Thriller']","['LakeBell', 'OwenWilson', 'PierceBrosnan', 'SterlingJerins']",6.7,John Erick Dowdle,"['american', 'americanabroad', 'coup', 'engineer', 'execution', 'family', 'foreign', 'hotel', 'raceagainsttime', 'rebellion', 'revolution', 'survival', 'u.s.embassy']",noescape,,1.5593492,6.2218547,0,16.263378,4.267985,5.1335187,8,-2.9189925,0.058966864,16,8.281979,15.02288,1
 Филадельфия (1993),508,Philadelphia (1993),9800,['Drama'],"['DenzelWashington', 'JasonRobards', 'MarySteenburgen', 'TomHanks']",7.6,Jonathan Demme,"['aids', 'court', 'discrimination', 'dying', 'gay', 'hiv', 'homophobia', 'judiciary', 'jurors', 'lawyer', 'partner']",philadelphia,,5.320507,5.962328,0,-15.337273,18.879065,14.114953,2,-2.5587158,0.99276835,22,14.630942,1.1997025,1
 Поэтическое правосудие (1993),510,Poetic Justice (1993),8291,"['Drama', 'Romance']","['JanetJackson', 'JoeTorry', 'ReginaKing', 'TupacAmaruShakur']",6.9,John Singleton,"['losangeles', 'lossoflover', 'roadmovie', 'sadness']",poeticjustice,,2.1932235,4.9272695,0,-9.358015,-13.215299,13.59973,13,-2.774276,0.55781984,22,-2.1073136,-13.324557,0
 Человек эпохи Возрождения (1994),516,Renaissance Man (1994),11858,"['Comedy', 'War']","['DannyDeVito', 'GregoryHines', 'JamesRemar', 'MarkWahlberg']",5.9,Penny Marshall,"['advertisingexpert', 'commercial', 'kaserne', 'soldier', 'stau', 'teachersandstudents', 'unemployment', 'vietnamveteran', 'womandirector']",renaissanceman,,7.863536,6.3494196,1,0.7875474,-11.936771,-8.597745,10,-2.986419,0.34167495,22,-1.9831576,10.56736,1
 Робокоп 3 (1993),519,RoboCop 3 (1993),5550,"['Action', 'Adventure', 'Crime', 'ScienceFiction', 'Thriller']","['JodiLong', 'MarioMachado', 'NancyAllen', 'RobertJohnBurke']",4.2,Fred Dekker,"['cyberpunk', 'cyborg', 'dystopia', 'police', 'policeman', 'robocop', 'sequel']",robocop3,,5.86009,13.907007,0,17.171925,1.2640452,-0.41521162,17,-2.2336898,-0.21309784,16,8.06062,-5.732633,1
 Ромео истекает кровью (1993),521,Romeo Is Bleeding (1993),2088,"['Action', 'Crime', 'Drama', 'Thriller']","['AnnabellaSciorra', 'GaryOldman', 'JulietteLewis', 'LenaOlin']",5.7,Peter Medak,"['badcop', 'hitwoman', 'mafiaboss', 'police', 'policeoperation', 'sexaddiction', 'suspense']",romeoisbleeding,,5.3248963,11.653667,0,12.955965,4.0579224,0.080088094,15,-2.9179678,-0.0073365015,16,-18.809883,-1.4036634,0
 Руби в раю (1993),523,Ruby in Paradise (1993),47889,"['Drama', 'Romance']","['AshleyJudd', 'BentleyMitchum', 'DorothyLyman', 'ToddField']",5.6,Victor Nunez,['independentfilm'],rubyinparadise,,8.180603,10.296309,0,-9.358015,-13.215299,13.59973,13,-3.212162,0.924473,22,-7.799057,-11.326392,0
